9	4
10	3
11	3
12	8
13	4
14	3
15	4
16	3
17	11
18	14
19	13
20	2
21	8
22	6
23	3
24	3
25	5
26	3
27	7
28	4
29	5
30	3
31	1
33	2
34	7
35	4
36	3
37	2
38	1
39	6
40	1
42	2
43	4
44	1
45	2
47	3
49	3
51	5
54	3
55	3
56	1
57	2
58	1
59	2
60	1
62	2
63	2
64	1
68	1
69	1
70	1
71	2
72	3
73	1
75	1
77	1
78	1
80	1
83	1
88	1
94	1
102	2
103	1
107	1
109	2
115	1
116	2
118	1
122	1
125	1
131	1
138	1
140	1
143	1
148	1
153	1
156	1
163	1
174	1
190	1
191	1
204	1
210	1
214	1
